File,Average Accuracy,Expected Output,Actual Output,Accuracy Rate
code_38.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_69.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['cbadacbddddddddd', 'aaaaa', 'dcdcdddddd', 'cbcbcccccc', 'dcddddddddd', 'acaccacccccccccccccc', 'zazzzzzzzzz', 'bbabbbbbbb']","[0, 1, 0, 0, 0, 0, 0, 0]"
code_49.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_18.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_102.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_59.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_27.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_76.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcd', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcd', 'ccaccacaccaccaca', 'zzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_85.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_42.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'a', 'dcdcd', 'cbcbc', 'ddcdddc', 'ccaccacaccac', 'zzazzza', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_13.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_4.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_52.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_95.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['bcadabc', 'abc', 'cdcd', 'bcbc', 'dcd', 'caccaca', 'zaz', 'babb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_66.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_37.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_17.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_46.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadab', 'abc', 'dcdc', 'cbcb', 'ddc', 'ccaccac', 'zza', 'bbab']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_72.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_23.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadab', 'abcdabcd', 'dcdcddcdc', 'cbcbccbcb', 'ddcdddcdddcdddcd', 'ccaccacaccaccacaccaccacaccaccaca', 'zzazzzazzzazzzaz', 'bbabbbbab']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_81.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_91.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_33.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_62.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_56.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_0.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_16.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_47.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabcdbcadabc', 'abcdbcd', 'dcdcddcdcddcdcd', 'cbcbccbcbccbcbc', 'ddcdddcdd', 'ccaccacaccaccacacaca', 'zzazzzazz', 'bbabbbbabbbbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_73.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_22.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcdabcd', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddcd', 'ccaccacaccaccacaccaccaca', 'zzazzzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_80.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_90.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_32.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_63.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcd', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcd', 'ccaccacaccaccaca', 'zzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_57.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_1.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabcdbcadabc', 'abcdabcd', 'dcdcddcdcddcdcd', 'cbcbccbcbccbcbc', 'ddcdddcdddcd', 'ccaccacaccaccacaccaccaca', 'zzazzzazzzaz', 'bbabbbbabbbbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_26.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_77.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_84.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_43.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_12.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_5.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcd', 'ccaccacaccaccaca', 'zzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_53.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_94.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_67.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadab', 'abc', 'dcdc', 'cbcb', 'ddc', 'ccaccac', 'zza', 'bbab']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_36.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_44.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabcdbcadabcdbcadabcdbcadabcdbcadabcdbcadabcdbcadabc', 'abcd', 'dcdcddcdcddcdcddcdcddcdcd', 'cbcbccbcbccbcbccbcbccbcbc', 'ddcdddcdddcdddcdddcdddcdddcd', 'ccaccacaccaccacaccaccacaccaccacaccaccacaccaccacaccaccacaccaccacaccaccacaccaccacaccaccacaccaccaca', 'zzazzzazzzazzzazzzazzzazzzaz', 'bbabbbbabbbbabbbbabbbbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_15.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_83.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_21.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_70.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_60.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_31.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_93.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_2.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_54.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', 'a', '', '', 'ddc', 'ccac', 'zza', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_87.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_74.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_25.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_11.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_40.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_50.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_6.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcd', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcd', 'ccaccacaccaccaca', 'zzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_35.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
